uniprot_accession,go_id,aspect,go_name
Q13315,GO:2000785,biological_process,regulation of autophagosome assembly
Q13315,GO:0005634,cellular_component,nucleus
Q13315,GO:0005694,cellular_component,chromosome
Q13315,GO:0005737,cellular_component,cytoplasm
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0035861,cellular_component,site of double-strand break
Q13315,GO:0098850,cellular_component,extrinsic component of synaptic vesicle membrane
Q13315,GO:0005634,cellular_component,nucleus
Q13315,GO:0005634,cellular_component,nucleus
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005654,cellular_component,nucleoplasm
Q13315,GO:0005730,cellular_component,nucleolus
Q13315,GO:0005737,cellular_component,cytoplasm
Q13315,GO:0005737,cellular_component,cytoplasm
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005782,cellular_component,peroxisomal matrix
Q13315,GO:0005813,cellular_component,centrosome
Q13315,GO:0005813,cellular_component,centrosome
Q13315,GO:0005819,cellular_component,spindle
Q13315,GO:0005829,cellular_component,cytosol
Q13315,GO:0005829,cellular_component,cytosol
Q13315,GO:0031410,cellular_component,cytoplasmic vesicle
Q13315,GO:1990391,cellular_component,DNA repair complex
P42574,GO:0048011,biological_process,neurotrophin TRK receptor signaling pathway
P42574,GO:0002020,molecular_function,protease binding
P42574,GO:0004175,molecular_function,endopeptidase activity
P42574,GO:0004190,molecular_function,aspartic-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004197,molecular_function,cysteine-type endopeptidase activity
P42574,GO:0004861,molecular_function,cyclin-dependent protein serine/threonine kinase inhibitor activity
P42574,GO:0005123,molecular_function,death receptor binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0005515,molecular_function,protein binding
P42574,GO:0008047,molecular_function,enzyme activator activity
P42574,GO:0008233,molecular_function,peptidase activity
P42574,GO:0008233,molecular_function,peptidase activity
P42574,GO:0008233,molecular_function,peptidase activity
P42574,GO:0008233,molecular_function,peptidase activity
P42574,GO:0008234,molecular_function,cysteine-type peptidase activity
P42574,GO:0016005,molecular_function,phospholipase A2 activator activity
P42574,GO:0044877,molecular_function,protein-containing complex binding
P42574,GO:0001554,biological_process,luteolysis
P42574,GO:0001666,biological_process,response to hypoxia
P42574,GO:0001818,biological_process,negative regulation of cytokine production
P42574,GO:0006508,biological_process,proteolysis
P42574,GO:0006508,biological_process,proteolysis
P42574,GO:0006508,biological_process,proteolysis
P42574,GO:0006508,biological_process,proteolysis
P42574,GO:0006915,biological_process,apoptotic process
P42574,GO:0006915,biological_process,apoptotic process
