action,actname,actvalue,cid,citations,cmpdname,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,refchemids,refsids,srccmpd,srccmpdurl,srctarget,srctargetname,srctargeturl,synonym,taxid,taxname
Simvastatin inhibits the reaction [AGT protein results in increased expression of CCL2 mrna]|[valsartan co-treated with simvastatin] inhibits the reaction [glucose promotes the reaction [AGT protein results in increased expression of LIF mrna]]|[valsartan co-treated with simvastatin] inhibits the reaction [glucose promotes the reaction [AGT protein results in increased expression of CCL2 mrna]]|simvastatin promotes the reaction [glucose promotes the reaction [AGT protein results in increased expression of PTGS2 mrna]]|[valsartan co-treated with simvastatin] inhibits the reaction [AGT protein results in increased expression of KLF10 mrna],,,54454,"Naito M, Shenoy A, Aoyama I, Koopmeiners JS, Komers R, Schnaper HW, Bomsztyk K. High ambient glucose augments angiotensin II-induced proinflammatory gene mRNA expression in human mesangial cells: effects of valsartan and simvastatin. Am J Nephrol. 2009;30(2):99–111. PMID: 19225232; PMCID: PMC2786028.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19225232,https://www.ncbi.nlm.nih.gov/pubmed/19225232,183,AGT,25523629,PMC2786028,19225232,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [AGT protein modified form inhibits the reaction [[ionomycin results in increased activity of NOS2 protein] which results in increased chemical synthesis of nitric oxide]]|[simvastatin results in decreased activity of RHOA protein] inhibits the reaction [AGT protein modified form results in increased expression of ARG1 protein],,,54454,"Shatanawi A, Romero MJ, Iddings JA, Chandra S, Umapathy NS, Verin AD, Caldwell RB, Caldwell RW. Angiotensin II-induced vascular endothelial dysfunction through RhoA/Rho kinase/p38 mitogen-activated protein kinase/arginase pathway. American Journal of Physiology-Cell Physiology. 2011 May;300(5):C1181–92. doi: 10.1152/ajpcell.00328.2010.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:21289285,https://www.ncbi.nlm.nih.gov/pubmed/21289285,183,AGT,31606172,PMC3093945,21289285,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,183,AGT,https://ctdbase.org/detail.go?type=gene&acc=183,Simvastatin,9913,Bos taurus (cattle)
Simvastatin results in decreased expression of AGTR1 protein|simvastatin results in decreased expression of AGTR1 mRNA,,,54454,"Gao L, Wang W, Li YL, Schultz HD, Liu D, Cornish KG, Zucker IH. Simvastatin therapy normalizes sympathetic neural control in experimental heart failure: roles of angiotensin II type 1 receptors and NAD(P)H oxidase. Circulation. 2005 Sep 20;112(12):1763–70. doi: 10.1161/circulationaha.105.552174. PMID: 16157767.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:16157767,https://www.ncbi.nlm.nih.gov/pubmed/16157767,185,AGTR1,30163697,,16157767,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,185,AGTR1,https://ctdbase.org/detail.go?type=gene&acc=185,Simvastatin,9986,Oryctolagus cuniculus (rabbit)
Simvastatin results in decreased expression of AGTR1 mRNA,,,54454,"Marino F, Guasti L, Cosentino M, Rasini E, Ferrari M, Maio RC, Loraschi A, Cimpanelli MG, Schembri L, Legnaro M, Molteni E, Crespi C, Crema F, Venco A, Lecchini S. Simvastatin treatment in subjects at high cardiovascular risk modulates AT1R expression on circulating monocytes and T lymphocytes. J Hypertens. 2008 Jun;26(6):1147–55. doi: 10.1097/hjh.0b013e3282f97dde. PMID: 18475152.|Marino F, Guasti L, Cosentino M, Ferrari M, Rasini E, Maio RC, Cimpanelli MG, Cereda E, Crespi C, Simoni C, Restelli D, Venco A, Lecchini S. Angiotensin II type 1 receptor expression in polymorphonuclear leukocytes from high-risk subjects: changes after treatment with simvastatin. J Cardiovasc Pharmacol. 2007 May;49(5):299–305. doi: 10.1097/fjc.0b013e31803d35ce. PMID: 17513949.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17513949|PMID:18475152,https://www.ncbi.nlm.nih.gov/pubmed/17513949|https://www.ncbi.nlm.nih.gov/pubmed/18475152,185,AGTR1,17339500|27503185,,17513949|18475152,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,185,AGTR1,https://ctdbase.org/detail.go?type=gene&acc=185,Simvastatin,9606,Homo sapiens (human)
[simvastatin co-treated with di-n-pentyl phthalate] results in decreased expression of NR0B1 mRNA,,,54454,"Beverly BE, Lambright CS, Furr JR, Sampson H, Wilson VS, McIntyre BS, Foster PM, Travlos G, Gray LE. Simvastatin and dipentyl phthalate lower ex vivo testicular testosterone production and exhibit additive effects on testicular testosterone and gene expression via distinct mechanistic pathways in the fetal rat. Toxicol Sci. 2014 Oct;141(2):524–37. PMID: 25055962; PMCID: PMC4200049.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:25055962,https://www.ncbi.nlm.nih.gov/pubmed/25055962,190,NR0B1,12758740,PMC4200049,25055962,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,190,NR0B1,https://ctdbase.org/detail.go?type=gene&acc=190,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in increased phosphorylation of and results in increased activity of AKT1 protein,,,54454,"Abraldes JG, Rodríguez-Vilarrupla A, Graupera M, Zafra C, García-Calderó H, García-Pagán JC, Bosch J. Simvastatin treatment improves liver sinusoidal endothelial dysfunction in CCl4 cirrhotic rats. J Hepatol. 2007 Jun;46(6):1040–6. doi: 10.1016/j.jhep.2007.01.020. PMID: 17335931.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17335931,https://www.ncbi.nlm.nih.gov/pubmed/17335931,207,AKT1,20716893,,17335931,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased expression of AKT1 mrna|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin results in decreased expression of AKT1 mrna]|simvastatin results in decreased expression of AKT1 protein,,,54454,"Aberg M, Wickström M, Siegbahn A. Simvastatin induces apoptosis in human breast cancer cells in a NFkappaB-dependent manner and abolishes the anti-apoptotic signaling of TF/FVIIa and TF/FVIIa/FXa. Thromb Res. 2008;122(2):191–202. doi: 10.1016/j.thromres.2007.09.017. PMID: 18031796.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18031796,https://www.ncbi.nlm.nih.gov/pubmed/18031796,207,AKT1,10611027,,18031796,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in increased phosphorylation of AKT1 protein,,,54454,"Hinkelmann U, Grosser N, Erdmann K, Schröder H, Immenschuh S. Simvastatin-dependent up-regulation of heme oxygenase-1 via mRNA stabilization in human endothelial cells. European Journal of Pharmaceutical Sciences. 2010 Sep;41(1):118–24. doi: 10.1016/j.ejps.2010.05.021.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20594940,https://www.ncbi.nlm.nih.gov/pubmed/20594940,207,AKT1,22142538,,20594940,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [lipopolysaccharides results in decreased phosphorylation of AKT1 protein],,,54454,"Hernández-Romero MDC, Argüelles S, Villarán RF, De Pablos RM, Delgado-Cortés MJ, Santiago M, Herrera AJ, Cano J, Machado A. Simvastatin prevents the inflammatory process and the dopaminergic degeneration induced by the intranigral injection of lipopolysaccharide. Journal of Neurochemistry. 2007 Nov 29;105(2):445–59. doi: 10.1111/j.1471-4159.2007.05148.x.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18047562,https://www.ncbi.nlm.nih.gov/pubmed/18047562,207,AKT1,31537940,,18047562,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10116,Rattus norvegicus (Norway rat)
Simvastatin results in decreased phosphorylation of AKT1 protein|geranylgeranyl pyrophosphate inhibits the reaction [simvastatin results in decreased phosphorylation of AKT1 protein]|mevalonic acid inhibits the reaction [simvastatin results in decreased phosphorylation of AKT1 protein],,,54454,"Kou R, Shiroto T, Sartoretto JL, Michel T. Suppression of Gas Synthesis by Simvastatin Treatment of Vascular Endothelial Cells. Journal of Biological Chemistry. 2012 Jan;287(4):2643–51. doi: 10.1074/jbc.m111.303594.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:22144680,https://www.ncbi.nlm.nih.gov/pubmed/22144680,207,AKT1,15389008,PMC3268423,22144680,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9913,Bos taurus (cattle)
Simvastatin inhibits the reaction [smoke analog results in increased phosphorylation of AKT1 protein],,,54454,"Kim S, Thuy TTT, Lee J, Ro JY, Bae Y, Kong Y, Ahn J, Lee D, Oh Y, Lee S, Lee Y. Simvastatin inhibits induction of matrix metalloproteinase-9 in rat alveolar macrophages exposed to cigarette smoke extract. Experimental & Molecular Medicine. 2009 Apr 30;41(4):277–87. doi: 10.3858/emm.2009.41.4.031.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:19299917,https://www.ncbi.nlm.nih.gov/pubmed/19299917,207,AKT1,18719451,PMC2679231,19299917,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10116,Rattus norvegicus (Norway rat)
2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [simvastatin results in increased phosphorylation of and results in increased activity of AKT1 protein]|simvastatin results in increased phosphorylation of and results in increased activity of AKT1 protein,,,54454,"Contreras JL, Smyth CA, Bilbao G, Young CJ, Thompson JA, Eckhoff DE. Simvastatin induces activation of the serine-threonine protein kinase AKT and increases survival of isolated human pancreatic islets. Transplantation. 2002 Oct 27;74(8):1063–9. doi: 10.1097/00007890-200210270-00001. PMID: 12438947.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:12438947,https://www.ncbi.nlm.nih.gov/pubmed/12438947,207,AKT1,24022285,,12438947,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased activity of AKT1 protein,,,54454,"Kochuparambil ST, Al-Husein B, Goc A, Soliman S, Somanath PR. Anticancer Efficacy of Simvastatin on Prostate Cancer Cells and Tumor Xenografts Is Associated with Inhibition of Akt and Reduced Prostate-Specific Antigen Expression. The Journal of Pharmacology and Experimental Therapeutics. 2011 Feb;336(2):496–505. doi: 10.1124/jpet.110.174870.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:21059805,https://www.ncbi.nlm.nih.gov/pubmed/21059805,207,AKT1,28237761,,21059805,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [simvastatin promotes the reaction [[nifedipine co-treated with hydrogen peroxide] results in increased phosphorylation of AKT1 protein]]|simvastatin promotes the reaction [[hydrogen peroxide co-treated with nifedipine] results in increased phosphorylation of AKT1 protein]|wortmannin inhibits the reaction [nifedipine promotes the reaction [[hydrogen peroxide co-treated with simvastatin] results in increased phosphorylation of AKT1 protein]]|[hydrogen peroxide co-treated with simvastatin] results in increased phosphorylation of AKT1 protein|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [nifedipine promotes the reaction [[hydrogen peroxide co-treated with simvastatin] results in increased phosphorylation of AKT1 protein]]|wortmannin inhibits the reaction [simvastatin promotes the reaction [[nifedipine co-treated with hydrogen peroxide] results in increased phosphorylation of AKT1 protein]]|nifedipine promotes the reaction [[hydrogen peroxide co-treated with simvastatin] results in increased phosphorylation of AKT1 protein],,,54454,"Chen X, Xu J, Feng Z, Fan M, Han J, Yang Z. Simvastatin combined with nifedipine enhances endothelial cell protection by inhibiting ROS generation and activating Akt phosphorylation. Acta Pharmacologica Sinica. 2010 Jun 21;31(7):813–20. doi: 10.1038/aps.2010.58.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20562903,https://www.ncbi.nlm.nih.gov/pubmed/20562903,207,AKT1,20794837,PMC4007722,20562903,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
[simvastatin co-treated with metformin] results in decreased phosphorylation of AKT1 protein,,,54454,"Babcook MA, Sramkoski RM, Fujioka H, Daneshgari F, Almasan A, Shukla S, Nanavaty RR, Gupta S. Combination simvastatin and metformin induces G1-phase cell cycle arrest and Ripk1- and Ripk3-dependent necrosis in C4-2B osseous metastatic castration-resistant prostate cancer cells. Cell Death & Disease. 2014 Nov 20;5(11):e1536. doi: 10.1038/cddis.2014.500.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:25412314,https://www.ncbi.nlm.nih.gov/pubmed/25412314,207,AKT1,15447467,PMC4260755,25412314,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one promotes the reaction [simvastatin results in decreased phosphorylation of AKT1 protein]|simvastatin promotes the reaction [2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in decreased phosphorylation of AKT1 protein],,,54454,"Hwang KE, Na KS, Park DS, Choi KH, Kim BR, Shim H, Jeong ET, Kim HR. Apoptotic induction by simvastatin in human lung cancer A549 cells via Akt signaling dependent down-regulation of survivin. Invest New Drugs. 2011 Oct;29(5):945–52. doi: 10.1007/s10637-010-9450-2. PMID: 20464445.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:20464445,https://www.ncbi.nlm.nih.gov/pubmed/20464445,207,AKT1,3126045,,20464445,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
Simvastatin results in decreased phosphorylation of AKT1 protein,,,54454,"Hwang KE, Na KS, Park DS, Choi KH, Kim BR, Shim H, Jeong ET, Kim HR. Apoptotic induction by simvastatin in human lung cancer A549 cells via Akt signaling dependent down-regulation of survivin. Invest New Drugs. 2011 Oct;29(5):945–52. doi: 10.1007/s10637-010-9450-2. PMID: 20464445.|Ghosh-Choudhury N, Mandal CC, Ghosh-Choudhury N, Ghosh Choudhury G. Simvastatin induces derepression of PTEN expression via NF?B to inhibit breast cancer cell growth. Cellular Signalling. 2010 May;22(5):749–58. doi: 10.1016/j.cellsig.2009.12.010.|Aberg M, Wickström M, Siegbahn A. Simvastatin induces apoptosis in human breast cancer cells in a NFkappaB-dependent manner and abolishes the anti-apoptotic signaling of TF/FVIIa and TF/FVIIa/FXa. Thromb Res. 2008;122(2):191–202. doi: 10.1016/j.thromres.2007.09.017. PMID: 18031796.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18031796|PMID:20060890|PMID:20464445,https://www.ncbi.nlm.nih.gov/pubmed/18031796|https://www.ncbi.nlm.nih.gov/pubmed/20060890|https://www.ncbi.nlm.nih.gov/pubmed/20464445,207,AKT1,3126045|10611027|32256280,PMC2826504,18031796|20060890|20464445,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,9606,Homo sapiens (human)
Simvastatin inhibits the reaction [IGF1 results in increased activity of AKT1 protein],,,54454,"Ogura T, Tanaka Y, Nakata T, Namikawa T, Kataoka H, Ohtsubo Y. Simvastatin reduces insulin-like growth factor-1 signaling in differentiating C2C12 mouse myoblast cells in an HMG-CoA reductase inhibition-independent manner. J Toxicol Sci. 2007 Feb;32(1):57–67. doi: 10.2131/jts.32.57. PMID: 17327694.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:17327694,https://www.ncbi.nlm.nih.gov/pubmed/17327694,207,AKT1,15313328,,17327694,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin inhibits the reaction [glucose results in decreased expression of AKT1 protein modified form],,,54454,"Lin CL, Cheng H, Tung CW, Huang WJ, Chang PJ, Yang JT, Wang JY. Simvastatin reverses high glucose-induced apoptosis of mesangial cells via modulation of Wnt signaling pathway. Am J Nephrol. 2008;28(2):290–7. doi: 10.1159/000111142. PMID: 18004065.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:18004065,https://www.ncbi.nlm.nih.gov/pubmed/18004065,207,AKT1,10584605,,18004065,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10116,Rattus norvegicus (Norway rat)
IGF1 protein inhibits the reaction [simvastatin results in decreased phosphorylation of AKT1 protein]|simvastatin inhibits the reaction [IGF1 protein results in increased phosphorylation of AKT1 protein],,,54454,"Bonifacio A, Sanvee GM, Brecht K, Kratschmar DV, Odermatt A, Bouitbir J, Krähenbühl S. IGF-1 prevents simvastatin-induced myotoxicity in C2C12 myotubes. Arch Toxicol. 2017 May;91(5):2223–34. doi: 10.1007/s00204-016-1871-z. PMID: 27734117.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:27734117,https://www.ncbi.nlm.nih.gov/pubmed/27734117,207,AKT1,10767368,,27734117,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10090,Mus musculus (house mouse)
Simvastatin results in decreased phosphorylation of AKT1 protein,,,54454,"Wang L, Zheng ZG, Meng L, Zhu L, Li P, Chen J, Yang H. Statins induce skeletal muscle atrophy via GGPP depletion-dependent myostatin overexpression in skeletal muscle and brown adipose tissue. Cell Biol Toxicol. 2021 Jun;37(3):441–60. doi: 10.1007/s10565-020-09558-w. PMID: 33034787.|Bonifacio A, Sanvee GM, Brecht K, Kratschmar DV, Odermatt A, Bouitbir J, Krähenbühl S. IGF-1 prevents simvastatin-induced myotoxicity in C2C12 myotubes. Arch Toxicol. 2017 May;91(5):2223–34. doi: 10.1007/s00204-016-1871-z. PMID: 27734117.|Kou R, Shiroto T, Sartoretto JL, Michel T. Suppression of Gas Synthesis by Simvastatin Treatment of Vascular Endothelial Cells. Journal of Biological Chemistry. 2012 Jan;287(4):2643–51. doi: 10.1074/jbc.m111.303594.",Simvastatin,Comparative Toxicogenomics Database (CTD),PMID:22144680|PMID:27734117|PMID:33034787,https://www.ncbi.nlm.nih.gov/pubmed/22144680|https://www.ncbi.nlm.nih.gov/pubmed/27734117|https://www.ncbi.nlm.nih.gov/pubmed/33034787,207,AKT1,10767368|15389008|27137699,PMC3268423,22144680|27734117|33034787,,,6225,481107565,D019821,https://ctdbase.org/detail.go?type=chem&acc=D019821,207,AKT1,https://ctdbase.org/detail.go?type=gene&acc=207,Simvastatin,10090,Mus musculus (house mouse)
